Subject,101,104,106,108,111,118,121,122,123,125,126,128,129,132,135,137,110,115,119,130,131,136,138,139,140
NonClassicalMonocytes_B_pSTAT5,1.983132668,2.163648301,2.166429216,2.219421339,1.833956351,1.92677276,1.525698036,1.539161808,1.753987059,1.729002583,1.905411461,2.014288825,2.012119632,1.50593184,1.778748426,1.458293955,1.873114003,1.843107799,1.756503283,1.882100422,1.829280515,1.825494655,1.966267376,2.005958945,1.912587501
NonClassicalMonocytes_B_pMAPKAPK2,0.115856033,0.021937369,0.119399563,0.016814179,0.262863764,0.1766676,0.353536693,0.455402228,0.37233058,0.390809991,0.223877059,0.223606875,0.30021755,0.26302512,0.17852298,0.307716859,0.293915846,-0.028414454,0.163476261,0.128999777,0.347151122,0.192188349,0.237604801,0.360571097,0.14573355
NonClassicalMonocytes_B_pERK,0.615252385,0.56852445,1.183520124,0.756512089,1.607036119,1.29330821,1.372533617,1.319684166,1.765672951,1.518530668,1.258778232,1.462905768,1.598080214,0.835494597,0.699691948,1.126891573,1.16503165,1.372064295,1.045627325,1.077969521,1.756025513,0.553835651,1.825581547,2.024642914,1.554332594
NonClassicalMonocytes_B_pS6,0.259346092,0.296506561,0.418389054,0.243121124,0.862145054,0.835763103,0.486906717,0.82114939,0.731748849,0.723096931,0.576229206,0.840710657,0.813629371,0.637223085,0.570820399,0.653858824,0.644783459,0.637183134,0.426376685,0.605712999,0.638102137,0.599592316,0.66309093,0.965022241,0.91426294
NonClassicalMonocytes_B_pP90RSK,0.074129672,0.044749426,0.122259707,0.078120112,0.420018286,0.307789339,0.448353146,0.433229315,0.45814971,0.461916256,0.432613272,0.379339145,0.392871842,0.156753252,0.202751657,0.274907608,0.217626409,0.327643389,0.262499181,0.285651514,0.410584487,0.174315145,0.637555104,0.760158033,0.52022248
CD4Tcells_B_pSTAT3,0.001369943,0.003615133,0.004963708,0.006944167,0.013285781,0.007346155,0.005310317,0.003277675,0.011250545,0.00561221,-0.004348867,0.016886677,0.006502467,0.001117121,-0.000262367,0.003064211,0.015463429,0.013653278,0.007520818,0.003850801,0.006288723,0.001730112,0.024336018,0.008504802,0.012091011
CD4Tcells_B_pSTAT1,0.021491869,0.031437235,0.00756942,0.014352239,0.0190962,0.058770809,-0.008295999,0.031189215,-0.000625246,0.000453566,0.016173018,0.020779503,0.01873344,-0.009568958,-0.011925229,-0.016838714,0.023383953,0.020368488,0.03075762,-0.00224267,0.000921613,0.001926819,0.038072267,0.058219872,0.141468417
CD4Tcells_B_pCREB,-0.00148442,-0.002119395,-0.002974398,0.00019908,0.000615095,0.034033233,0.055260112,0.010411251,0.008750668,0.009676809,-0.006101593,0.00655414,0.028094701,-0.003431353,-0.009493125,1.54E-06,0.003384302,0.007586862,0.023717669,-0.001874249,-0.001424543,0.001504665,0.013727793,0.003800545,0.020189948
CD4Tcells_B_pNFkB,-0.066614661,0.007075173,0.004104011,-0.003641047,-0.009943106,0.029974243,0.035641657,-0.002311075,0.033824459,0.005788746,-0.014715033,0.010959329,-0.002879592,-0.007713083,-0.028462438,0.008609338,0.049651998,0.014337045,0.020177058,0.011447665,-0.005742704,0.011183891,0.003780574,-0.009348344,0.028713605
CD4Tcells_B_pPLCg2,-0.009483322,0.001205336,-0.002831144,-0.003326633,0.001398947,0.002616419,0.003071247,-0.002366584,0.006759784,-0.00360033,5.02E-05,0.001025018,-0.000563267,5.12E-05,-0.000305602,0.003298744,0.007802729,0.019118649,-0.001245533,0.000318386,-0.000954368,0.000906194,0.005630066,-0.004302737,-0.02491826
